,Date,User ID,Tweet Count,Tweet Location,Tweet,label
101,2023-04-14,1322178134.0,2371,,dalam menghadapi pilpres nasdem sebelumnya telah mendeklarasikan mantan gubernur dki jakarta anies baswedan sebagai calon presiden prabowo subianto,Positive
117,2023-04-14,3306055003.0,13730,San Andreas,dan anies baswedan dalam survei mengenai kandidat calon presiden untuk pemilu di indonesia prabowo subianto,Positive
118,2023-04-14,3306055003.0,13730,San Andreas,prabowo subianto lebih unggul dalam survei calon presiden simak faktor penyebabnya prabowo subianto,Positive
119,2023-04-14,3306055003.0,13730,San Andreas,survei terbaru mengenai bursa calon presiden untuk pemilu yang dilakukan indonesia survey center isc menemukan bahwa prabowo subianto unggul dari ganjar pranowo dan anies baswedan prabowo subianto,Positive
129,2023-04-14,58880688.0,492719,Indonesia,zulkifli hasan bantah isu koalisi besar dukung prabowo jadi capres sebut ada obrolan sanasini isu pan dukung tok ketua umum gerindra prabowo subianto sebagai calon presiden capres usungan koalisi besar dibantah zulkifli hasan,Negative
132,2023-04-13,138632715.0,1135,Jakarta,inismyname anies baswedan saja anak muda cerdas inshaallah menjadi presiden ri,Negative
138,2023-04-13,4517581027.0,1141,jakarta,inismyname calon presiden yg ke tiga kalinya,Negative
140,2023-04-13,576755999.0,293022,"Kebumen, Indonesia",aamiin dan jadi prabowo presiden di,Positive
143,2023-04-13,485839193.0,2118,Jakarta,gak kebayang gimana kl prabowo menang jadi presiden dan si buntel jadi menteri nya makin pongah aja tuh yang disampingnya,Positive
161,2023-04-13,306615832.0,7501,,prabowo puan vs anies khofifah siapa jadi presiden ri,Negative
166,2023-04-13,169887451.0,71,"DKI Jakarta, Indonesia",pak ditunggu foto nya ada di pemilihan presiden jng bawa embel agama lagi ya nkri pancasila saja kita mah,Positive
176,2023-04-13,726059647.0,7961,,jakarta komite nasional pemuda indonesia knpi mendorong presiden joko widodo jokowi dan partai politik koalisi untuk mengusung prabowo subianto sebagai capres,Positive
177,2023-04-13,726059647.0,7961,,elektabilitas atau tingkat keterpilihan menteri pertahanan prabowo subianto berada di posisi pertama sebagai calon presiden capres pada pilpres berdasarkan hasil survei indonesia survey center isc pada akhir maret hingga awal april,Positive
207,2023-04-13,355356964.0,6943,,inismyname tuk presiden yg di endorse jikiwi,Negative
216,2023-04-13,1322178134.0,2371,,pihaknya pun sangat optimis pranowo terpilih menjadi presiden yang kita nantinanti cawapresnya prabowo subianto,Positive
236,2023-04-13,3671916373.0,3023,,masyarakat yang hadir membawa foto prabowo subianto mereka nampak semangat dan tak henti menyuarakan dukungan agar ketua umum partai gerindra menjadi presiden pada,Positive
245,2023-04-13,3306055003.0,13730,San Andreas,diketahui elektabilitas prabowo berada di posisi pertama sebagai calon presiden capres pada pilpres berdasarkan hasil survei isc pada akhir maret hingga awal april prabowo subianto,Positive
249,2023-04-13,136525180.0,4387,,inismyname apa yg sdh perh beliau pimpin dan teruji disegi pemerintahan malahan saat ini beliau bergabung dg presiden yg pernah menjadi rival bersama samadan kebetulan hutang numpuk korup dimana manabanyak lagi,Negative
251,2023-04-13,578040184.0,2721,,artinya kalau prabowo takdirnya jadi presiden abu janda akan dapat uang juta dari pak ds atau hanya kalau prabowo ndak jadi presiden abu janda kasih uang juta ke pak ds,Negative
253,2023-04-13,2574184874.0,24389,Indonesia,inismyname sepertinya pak prabowo nggak ada bakat jadi presiden bakatnya hanya sebatas capres saja nanti kalo pilpres gagal jadi presiden apakah akan minta jatah menhan lagi kah,Negative
262,2023-04-13,80870775.0,11643,"Bekasi Timur, West Java",ri calon kuat menko kemaritiman jika nnti pak prabowo jd presiden,Positive
268,2023-04-12,48244182.0,510,"Jakarta Selatan, DKI Jakarta",buka bersama di ramadhan ke dengan masyarakat rancabali sukaresmi,Negative
269,2023-04-12,147198181.0,759,Indonesia,inismyname fahnoor berdiri ditengah rakyat yang mengamanatkan prabowo menjadi presiden keberanian dan nasionalisme sejati mengantarkan beliau untuk memimpin negeri ini gerindra bersama rakyat,Positive
271,2023-04-12,228628424.0,3470,"ÜT: -6.1389099,106.7214539",org ini adlh org terdekatnya bbrp kali dia menyemburkan fitnah kepemerintah dekat dgn kelompok intoleran dll prabowo diam sja bayangin jk prabowo jd presiden lalu org in jd menterinya ap yg trjadi itu knp gw tetap teguh pd pilihan gw utk di,Positive
273,2023-04-12,465280582.0,13673,jakarta,rudy susmanto minta kader gerindra fokus jadikan prabowo presiden tribunnews depok,Positive
295,2023-04-12,2221519400.0,11983,,jakarta lembaga survei indonesia lsi menyampaikan hasil surveinya terkait dukungan terhadap kandidat calon presiden di pemilu prabowo subianto,Positive
303,2023-04-12,4097650214.0,4630,,dasco menjelaskan sudah ada tiga partai politik yang bertemu dan menyatakan mendukung prabowo subianto sebagai calon presiden capres di pilpres prabowo subianto,Positive
304,2023-04-12,4097650214.0,4630,,ketua umum partai gerindra prabowo subianto disebutkan telah mengantongi dukungan dari tiga partai untuk maju sebagai calon presiden capres pada pemilu,Positive
311,2023-04-12,48244182.0,510,"Jakarta Selatan, DKI Jakarta",silaturahmi ramadhan ke di soreang kab bandung,Negative
325,2023-04-12,1017294361.0,6950,,jakarta setahun menjelang pilpres lembaga survei political statistics polstat merilis hasil survei terbaru tentang calon presiden capres prabowo subianto,Positive
326,2023-04-12,3306055003.0,13730,San Andreas,peneliti senior indonesia survey center isc chairul ansari mengungkapkan empat alasan prabowo subianto lebih unggul dari ganjar pranowo dan anies baswedan dalam survei bursa calon presiden untuk pemilu mendatang prabowo subianto,Positive
328,2023-04-12,1017294361.0,6950,,jakarta lembaga survei indonesia polling stations ips merilis hasil survei elektabilitas calon presiden capres setahun jelang pemilu prabowo subianto,Positive
334,2023-04-12,2428768339.0,8022,Senayan Jakarta Selatan,ketua umum partai gerindra prabowo subianto disebutkan telah mengantongi dukungan dari tiga partai untuk maju sebagai calon presiden capres pada pemilu,Positive
337,2023-04-12,726059647.0,7961,,telah membuat semakin yakin kita semua bahwa pak prabowo akan menjadi presiden ri lanjut andre prabowo subianto,Positive
340,2023-04-12,2420416704.0,14379,jakarta,pada kesempatan ini muzani berbicara mengenai pentingnya peran strategis kader gerindra untuk meringankan jalur perjuangan ketua umum yang juga calon presiden partai gerindra prabowo subianto untuk maju di pilpres,Positive
344,2023-04-12,1085653183.0,1445,,berikut ini hasil survei elektabilitas bakal calon presiden atau capres menjelang pilpres prabowo subianto,Positive
352,2023-04-12,3306055003.0,13730,San Andreas,rudy susmanto mengingatkan tujuan utama partai gerindra dalam pemilu ini adalah memenangkan prabowo sebagai presiden prabowo subianto,Positive
353,2023-04-12,3306055003.0,13730,San Andreas,wasekjen dpp partai gerindra rudy susmanto mengatakan bahwa saat ini pihaknya tengah fokus untuk memenangkan prabowo subianto jadi presiden di mendatang prabowo subianto,Positive
354,2023-04-12,3306055003.0,13730,San Andreas,partai gerindra fokus menangkan prabowo jadi presiden wasekjen dpp ingatkan ini jelang pileg prabowo subianto,Positive
359,2023-04-12,3306055003.0,13730,San Andreas,survei ini juga dimaksudkan untuk menggali persepsi pengguna sosial atau netizen dalam menentukan calon presiden indonesia prabowo subianto,Positive
384,2023-04-12,3306055003.0,13730,San Andreas,jakarta media survei nasional median merilis survei elektabilitas calon presiden jelang pemilu prabowo subianto,Positive
387,2023-04-12,1322178134.0,2371,,mengunggulkan menteri pertahanan ri prabowo subianto sebagai calon presiden capres di pemilu prabowo subianto,Positive
388,2023-04-12,3306055003.0,13730,San Andreas,jakarta menteri pertahanan menhan prabowo subianto dinilai cocok berpasangan dengan gubernur jawa tengah ganjar pranowo sebagai calon presiden dan wakil presiden caprescawapres di pilpres prabowo subianto,Positive
400,2023-04-12,189190233.0,21546,"ÜT: -6.3480548,106.8316685",habib jafar bertemu presiden donk,Negative
401,2023-04-12,465280582.0,13673,jakarta,simak bukan ganjar anies ataupun prabowo ahli tarot ramal presiden itu keturunan jawa dan suka pakai topi poskota,Positive
402,2023-04-12,726059647.0,7961,,jakarta menteri pertahanan menhan prabowo subianto dinilai cocok berpasangan dengan gubernur jawa tengah ganjar pranowo sebagai calon presiden dan wakil presiden caprescawapres di pilpres,Positive
403,2023-04-12,481139211.0,3608,,aleh inismyname nah gw minta si bikin polling buat apa jd presiden apa buat buktiin tulisan si paham ngga sih lo,Negative
404,2023-04-12,726059647.0,7961,,jakarta lembaga survei indonesia polling stations ips merilis hasil survei elektabilitas calon presiden capres setahun jelang pemilu prabowo subianto,Positive
405,2023-04-12,726059647.0,7961,,jakarta setahun menjelang pilpres lembaga survei political statistics polstat merilis hasil survei terbaru tentang calon presiden capres prabowo subianto,Positive
407,2023-04-12,726059647.0,7961,,jakarta elektabilitas menteri pertahanan menhan prabowo subianto meraih elektabilitas tertinggi sebagai calon presiden capres,Positive
409,2023-04-12,726059647.0,7961,,jakarta elektabilitas prabowo subianto kokoh di posisi teratas sebagai calon presiden capres,Positive
412,2023-04-12,154762720.0,838,Bandung ,inismyname siap ps selamanya jadi calon presiden,Negative
416,2023-04-12,1319417731.0,6222,,inismyname iya jokowi aja jd presiden didukung gerindra apalagi anies,Negative
431,2023-04-11,217975217.0,14707,,smoga pak prabowo bisa jadi presiden ri tahun  nanti,Positive
432,2023-04-11,344063362.0,13003,chemin du ciel | rue servient,fahnoor inismyname visi jadi presiden dng misi  capres apa beda sunny tanuwidjaya dengan kalian yang dulu ngaku oposisi sekarang bersama penguasa oligarki atau dulu pro penguasa sekarang pro penguasa juga dng tunggangi pak prabowo,Negative
491,2023-04-11,1322178134.0,2371,,prabowo subianto sedang di atas angin dalam survei bakal calon presiden jelang pilpres trennya positif prabowo subianto,Positive
509,2023-04-11,2221519400.0,11983,,prabowo subianto dan zulhas saat ini samasama di kabinet indonesia maju pemerintahan presiden joko widodo periode,Positive
528,2023-04-11,3306055003.0,13730,San Andreas,siapa yang akan terpilih menjadi presiden ri periode nampaknya juga tidak akan keluar dari ketiga tokoh tersebut kata alfin sugianto prabowo subianto,Positive
530,2023-04-11,3306055003.0,13730,San Andreas,jakarta lembaga survei indonesia polling stations ips merilis hasil survei elektabilitas calon presiden capres setahun jelang pemilu prabowo subianto,Positive
531,2023-04-11,3306055003.0,13730,San Andreas,sebagai calon presiden capres untuk pemilu dengan tingkat keterpilihan sebesar persen prabowo subianto,Positive
537,2023-04-11,3306055003.0,13730,San Andreas,menempatkan prabowo subianto sebagai calon presiden capres yang paling banyak diminati warga jawa timur jatim pada pemilihan umum pemilu prabowo subianto,Positive
538,2023-04-11,3306055003.0,13730,San Andreas,sebelumnya prabowo subianto mengaku siap jika diminta para kadernya untuk kembali mengikuti kontestasi pemilihan presiden pilpres prabowo subianto,Positive
578,2023-04-11,138234307.0,13066,Sisi Cai,pak prabowo orang yg sabar dan tidak pendendam kalopun tak lagi jadi presiden pak prabowo siap menjadi menteri apapunyang penting persatuan,Positive
582,2023-04-11,484726401.0,9738,Medan,ramadhan kareeem tiada hari tanpa konsolidasi,Negative
593,2023-04-11,116911237.0,21025,semarang,kesimpulan presiden adalah dengan wapres,Negative
595,2023-04-10,700716733.0,3146,Antarctica,semoga prabowo jadi presiden,Positive
597,2023-04-10,65017264.0,3768,Manado,dah mulai panik sih,Negative
605,2023-04-10,1285340365.0,572,Sumenep,perubahan itu mksdx presiden itu pasti berubah apakah ke prabowo atau ke ganjar makanya anies gk ngomong perubahan program,Positive
613,2023-04-10,465280582.0,13673,jakarta,partai gerindra fokus menangkan prabowo jadi presiden wasekjen dpp ingatkan ini jelang pileg,Positive
615,2023-04-10,189190233.0,21546,"ÜT: -6.3480548,106.8316685",breaking news partai gerindra fokus menangkan prabowo subianto jadi presiden wasekjen dpp ingatkan ini jelang pileg,Positive
623,2023-04-10,127146934.0,13833,Indonesia,the real president masih dikuasai rezimjika istana gak happy pencapresan anies itu wajar masih rezim skrg yg akan memimpin lihatlah nanti prabowo akan menjadi presiden,Positive
624,2023-04-10,30617522.0,449090,"Jakarta, Indonesia",prabowo subianto dan muhaimin iskandar siapkan koalisi jelang pilpres benar suksesi milik presiden jokowi,Negative
625,2023-04-10,1728928172.0,14755,,juli mr prabowo diberi mandat oleh presiden sbg penanggung jawab fe nov hutan di kalteng di kalteng dibabat untuk lahan singkong feb proses penanaman yg dijaga oleh tentara dimulai sampai akhirnya terbengkalai saat ini,Positive
634,2023-04-10,211421691.0,14121,"Jakarta Capital Region, Indone",hahahaha bentar lagi jokowi sdh selesai jadi presiden tinggal si prabowo,Positive
639,2023-04-10,3306055003.0,13730,San Andreas,sempat sedih karena prabowo tidak menang tapi mereka yakin pak prabowo menjadi presiden katanya prabowo subianto,Positive
640,2023-04-10,3306055003.0,13730,San Andreas,saat ditanya siapa presiden warga tak ragu meneriakkan nama prabowo subianto prabowo subianto,Positive
642,2023-04-10,3306055003.0,13730,San Andreas,dukungan masyarakat sumbar masih kepada prabowo subianto dalam pemilihan presiden pilpres mendatang,Positive
643,2023-04-10,41673261.0,3968,Manado,prediksi pribadi kehadiran ibu ketum perjuangan bersama menhan di hut tni au adalah moment menyatukan visi calon presiden sdgkan pak ke jateng itu utk fix kan gp jadi cawapres anakkolong,Negative
678,2023-04-10,2428768339.0,8022,Senayan Jakarta Selatan,prabowo juga menggoda yusril agar mendukungnya menjadi calon presiden capres pada pilpres prabowo subianto,Negative
689,2023-04-10,1085653183.0,1445,,andre rosiade menyebut prabowo sebagai solusi keberlanjutan pemerintahan presiden joko widodo jokowi yang akan selesai di prabowo subianto,Negative
690,2023-04-10,1085653183.0,1445,,andre rosiade prabowo tokoh pemersatu bangsa cocok jadi presiden prabowo subianto,Positive
704,2023-04-10,1487218201.0,11733,Kalibata City Jaksel,pilpres megawati amp prabowo vs sby amp boediono mereka semeja makan yang rusuh pasukan hore di bawah sampe rela demo berjilid rela mati untuk idola radikal radikul khilafahpki nyatanya setelah idola jd presiden abg sate tetap dorong gerobak semoga sdh cerdas,Negative
729,2023-04-10,48244182.0,510,"Jakarta Selatan, DKI Jakarta",quotes of the day untuk hari senin yang ceria menyuntik kembali semangat juang semangat perjuangan bagi jiwajiwa sang pejuang,Positive
743,2023-04-10,132061075.0,14040,,inismyname fahnoor gabung ke kabinet adalah salah satu cara untuk mungkin bisa jadi presiden,Positive
746,2023-04-10,2948119393.0,17165,,inismyname orang jadi menteripun gpp sama dia ngapain didukung jadi presiden,Negative
747,2023-04-10,100541385.0,58704,,sepertinya prabowo belajar banyak seperti megawati belajar banyak untuk bisa membolehkan kader yg jadi presiden tidak selalu harus ketua umum partai,Positive
748,2023-04-10,1728928172.0,14755,,yg ditunjuk presiden itu mr prabowo jadi kalau gagal ya dia bertanggung jawab buzzer mr prabowo udah mirip buzzerrp rezim saat ini yg disalahkan orang lain terus apa itu dampak bacapresnya satu kolam sama rezim,Negative
752,2023-04-10,1728928172.0,14755,,fahnoor program pemerintah indonesia ya akhirnya ujungnya presiden tapi sama presiden kan mr prabowo ditunjuk jadi penanggung jawab kalo gagal dia tanggung jawab kok buzzer mr prabowo kayak buzzer rezim juga selalu menyalahkan orang lain kocak abissss,Positive
806,2023-04-10,500820858.0,175,,rosiade congrats semoga terwujud pak probowo presiden membawa indonesia lebih maju,Positive
836,2023-04-09,1224992576.0,464,,rosiade cocoknya pak jadi presiden antar waktu pemilu dimulai sejak agustus,Positive
852,2023-04-09,329176032.0,23976,"Kepulauan Riau, Indonesia",inismyname satusatunya calon presiden yang mau dipinang menjadi menteriogah mau milih pak lagitak perlu koarkoar sok visi misi cukup sudah kami berkorban untuk beliaubahkan relawan dan anakanak yang sampai jd korban jiwabeliau tak punya empati sama sekali,Negative
883,2023-04-09,172766975.0,18590,"Bogor, Indonesia",prabowoganjaranies kalau orang ini nanti menjadi calon presiden pada tahun menurutmu siapa yg akan dapat suara terbanyak ayo dipilih dipilih ditutup besok senin jam ya,Negative
885,2023-04-09,90247328.0,14018,"??, ???",devout aku trawang jalur langit keknya pak presiden asal tdk main politik identitas,Negative
886,2023-04-09,3957309192.0,2445,,fahnoor inismyname mantabbbbsemoga tetap tinggi sampai pilpres elektabilitas nyasehat selalu sehingga bisa menyaksikan pak menang dan jadi presiden di,Positive
888,2023-04-09,41673261.0,3968,Manado,perjuangan saya tetap tunduk dan loyal terhadap instruksi partai saya perjuangan saya akan tetap mendukung pakde sebagai presiden indonesia sampai,Negative
891,2023-04-09,1115790181.0,9388,,fahnoor inismyname harapanku dulu wapres nya adalah pak prabowo dan setelah itu pak prabowo jadi presiden,Positive
894,2023-04-09,754600381.0,14409,so?ewhere over the rainbow,rosiade setuju prabowo presiden,Positive
898,2023-04-09,392528194.0,855,,bagusnya memang jadi menteri tidak bagus jadi presiden oke fix,Positive
915,2023-04-09,2221519400.0,11983,,jakarta relawan prabowo repro mendeklarasikan dukungannya terhadap prabowo subianto untuk menjadi presiden ri tahun,Positive
942,2023-04-09,64635651.0,317655,Aceh,partai amanat nasional memberikan sinyal untuk mendukung kembali ketua umum partai gerindra prabowo subianto di pemilihan presiden mendatang ini bukan kali pertama pan berkongsi dengan gerindra,Positive
943,2023-04-09,58880688.0,492719,Indonesia,sandiaga uno jawab wacana dampingi anies baswedan di pilpres restu prabowo jadi acuan sandiaga uno menjawab wacana dipasangkannya ia dengan calon presiden capres usungan nasdem anies baswedan restu prabowo jadi acuan,Negative
945,2023-04-09,172819627.0,10250,,fahnoor inismyname setuju saya dukung ps jd menterinya presiden,Negative
947,2023-04-09,1044027295.0,2074,,pengamat politik pangi syarwi chaniago menilai duet gubernur jateng ganjar dan menhan prabowo sebagai pasangan calon presiden capres dan calon wakil presiden cawapres berpeluang besar memenangkan pilpres,Negative
948,2023-04-09,1044027295.0,2074,,duet ganjarprabowo mungkin terealisi karena peluang menang besar di pemilu duet ini berpeluang besar karena presiden jokowi memberi dukungan untuk dua tokoh karena keduanya berada di lingkungan politik yang sama,Negative
955,2023-04-09,118646322.0,1457680,"Jakarta, Indonesia",ketua umum partai gerindra prabowo subianto disebut telah mengantongi dukungan dari tiga partai untuk maju sebagai calon presiden capres pada pemilu,Positive
957,2023-04-08,2718336037.0,12312,,didu hasan koalisi besar akan percuma kalau capresnya prabowo dijamin sulit untuk menang pilpres koalisi besar partai politik harus diikuti dengan ketokohan calon presiden dan calon wakil presiden yang akan diusung,Negative
963,2023-04-08,215989357.0,7454,,prabowo akan jadi seperti anwar ibrahim jadi presiden di masa tua rakyat cirebon,Positive
978,2023-04-08,198417114.0,67415,Indonesia tercinta,inismyname fahnoor justru ini menyehatkan negara pancasila bersatu demi indonesia jaya presiden,Positive
979,2023-04-08,198417114.0,67415,Indonesia tercinta,opik inismyname fahnoor allah menguji hamba dg caranya presiden,Positive
980,2023-04-08,198417114.0,67415,Indonesia tercinta,inismyname fahnoor kali ini semua berkumpul demi indonesia presiden,Positive
981,2023-04-08,198417114.0,67415,Indonesia tercinta,inismyname fahnoor ini justru langkah penghapusan oligarki presiden,Negative
983,2023-04-08,4187275698.0,92154,Indonesia,ketua umum pan zulkifli hasan memberikan isyarat dukungan pencalonan presiden kepada ketua umum partai gerindra prabowo subianto dalam pilpres,Positive
989,2023-04-08,48244182.0,510,"Jakarta Selatan, DKI Jakarta",shering season bersama pemuda kec pemengpeuk,Negative
990,2023-04-08,48244182.0,510,"Jakarta Selatan, DKI Jakarta",diskusi bersama komunitas kepemudaan,Negative
992,2023-04-08,2838677479.0,4071,Indonesia,inismyname sesuai dengan apa yang di sampaikan oleh alm gusdur bahwa orang yang paling ikhlas di negara ini adalah prabowo dulu telah menjadilan jokowi jadi presiden dan insyaallah di anies yang bakalan jadi presidennya,Positive
996,2023-04-08,190679407.0,6812,"Padang, Jakarta",pak prabowo tidak punya masalah dengan tokoh politik dan partai politik manapun insha allah prabowo presiden karena kita butuh pemimpin yang bisa mempersatukan indonesia,Positive
1015,2023-04-08,3306055003.0,13730,San Andreas,jelang pemilihan presiden pilpres partai gerindra membuka komunikasi dengan semua partai politik parpol prabowo subianto,Positive
1020,2023-04-08,1322178134.0,2371,,andre rosiade prabowo tokoh pemersatu bangsa cocok jadi presiden prabowo subianto,Negative
1031,2023-04-08,1044027295.0,2074,,pengamat politik khoirul umam menyatakan dukungan presiden jokowi dalam pilpres bermuara mengendorse dua nama yakni ganjar dan prabowo,Positive
1032,2023-04-08,1021578788.0,2131,62,sudah mendapatkan dukungan dari presiden jokowi pasangan ganjar prabowo siap maju pilpres,Positive
1044,2023-04-08,434895065.0,27706,Pertigaan pasar jongkok,inismyname samosir konon presiden,Negative
1045,2023-04-08,872920249.0,6435,"Minahasa, Sulawesi Utara",inismyname merangkul kelompok radikal pada pilu dan diam tdk bersikap ketika politik rasis dimainkan pada pilkada sulit dilupakan so masih tetap no dgn prabowo mungkin dia nasionalis tp diam tak bersikap dgn intoleransi issue yg ada ketika jd presiden cuma diam di istana,Negative
1050,2023-04-07,2718336037.0,12312,,koalisi besar akan percuma kalau capresnya prabowo dijamin sulit untuk menang pilpres koalisi besar partai politik harus diikuti dengan ketokohan calon presiden dan calon wakil presiden yang akan diusung,Positive
1053,2023-04-07,2718336037.0,12312,,achmadi koalisi besar akan percuma kalau capresnya prabowo dijamin sulit untuk menang pilpres koalisi besar partai politik harus diikuti dengan ketokohan calon presiden dan calon wakil presiden yang akan diusung,Positive
1054,2023-04-07,553451866.0,11199,,inismyname cukup sudah saya dukung prabawo kali dan kalau skrg saya akan pilih presiden yg muda yg tua seharusnya sadar diri,Positive
1055,2023-04-07,2718336037.0,12312,,koalisi besar akan percuma kalau capresnya prabowo dijamin sulit untuk menang pilpres koalisi besar partai politik harus diikuti dengan ketokohan calon presiden dan calon wakil presiden yang akan diusung,Positive
1057,2023-04-07,98290687.0,8349,bandung,inismyname satunya kelemahan pak yg saya amati adalah dia juga terlalu lembek dgn sahabatnya walau ga punya kinerja baik di partainya maupun di legislatif terlebih pada sesama seperjuangan di tni smg sebagai presiden kelak beliau lebih tegas kpd rekan seperjuangan yg korup,Positive
1063,2023-04-07,3271449511.0,1846,,,Negative
1065,2023-04-07,1728928172.0,14755,,saat prabowo masuk ke kabinet jokowi maka dia adalah timnya jokowi mau gimana lagi gebrak podium tapi habis itu mau jadi menteri di kabinet itu memvalidasi pilihan saya jadi golput sejak berasa seperti milih presiden tapi calonnya badut gak ada yg qualified,Positive
1071,2023-04-07,37160120.0,5904,"ÜT: -6.279115,106.797247",paling masuk akal utk presiden memang pak harapan saya ikn dillanjutkan tindakan tegas pd aparat yg sewenang dan ruu perampasan aset dilegalkan dan dikawal pelaksanaannya kalau sudah berlaku,Positive
1072,2023-04-07,2318275610.0,5345,"Key West, FL",inismyname fahnoor dulu juga slogannya pak jokowi juga gitu jokowi presiden koruptor tiarap mati kutu apakah sekarang dipakai pak lebih baik jgn banyakin umbar slogan rakyat sdh enek,Negative
1080,2023-04-07,1182582278.0,95653,,gak dukung sby sby jadi presiden gak jokowi jokowi jadi presiden juga gak dukung jokowi jokowi jadi presiden lagi gak dukung prabowo kalau maju jadi capres siapa tau garis nasib berkata lain,Negative
1081,2023-04-07,199609723.0,2504,,keren kan presiden,Positive
1092,2023-04-07,147198181.0,759,Indonesia,anies pintar berteori banyak program yang tidak bermanfaat dikerjakan air dimasukkan ke dalam tanah dp nol persen kalau begini bagaimana bisa memimpin rakyat yang juta jiwa bisa cerai berai deh prabowo presiden,Negative
1093,2023-04-07,112669310.0,11323,"Jakarta, Indonesia",biarlah ayah prabowo yg menjadi capres tetap jagoanku biar jadi presiden,Positive
1095,2023-04-07,2904009644.0,29807,PlongoLand,inismyname cocok jadi presiden  semangat,Positive
1143,2023-04-07,634227637.0,5297,"Jawa Barat, Indonesia",pak prabowo itu tak akan mau melindungi orang yang melanggar hukum,Negative
1150,2023-04-07,370625772.0,7959,,bener bangetblunder akan menggalkan peluangnya jadi presiden ri dia ndak ikut pepatah orang tua kalau ndak tahu atau paham lebih baik diam,Positive
