,Date,User ID,Tweet,label
173,2023-04-13,2251776169.0,pak ganjar semakin luar biasa sosok yang perhatian terhadap rakyatnya,Positive
174,2023-04-13,2251776169.0,elektabilitas pak ganjar tak terkalahkan di jateng amp jatim,Positive
176,2023-04-13,1223962489.0,wow gato aku selalu mendukung mu teruslah berbuat baik terhadap sesama ganjar presiden,Positive
181,2023-04-13,3244241894.0,cent layak dan pantas menjadi pengganti pak,Negative
199,2023-04-13,118646322.0,fx hadi rudyatmo siap melakukan klarifikasi dan melapor ke dewan pers soal pernyataan ganjar pranowo maju sebagai calon presiden capres,Negative
212,2023-04-13,771030588.0,kuatnya reaksi terhadap penolakan ganjar berpotensi memengaruhi langkahlangkah politiknya dalam pemilu presiden mendatang apabila tak ada inisiatif manuver elektabilitas dukungan kepadanya berpotensi beralih,Negative
213,2023-04-13,2785377055.0,madura hadir dan serukan ganjar pranowo the best presiden indonesia,Positive
214,2023-04-13,21287066.0,ganjarian jatim yakin pdi perjuangan calonkan ganjar ganjarian jawa timur yakin pdi perjuangan akan mencalonkan ganjar pranowo dalam pemilihan presiden opsi terbaik untuk mencetak via,Positive
217,2023-04-13,23343960.0,wakil ketua dewan pembina partai solidaritas indonesia psi grace natalie akan mengusulkan gubernur jawa tengah ganjar pranowo untuk dicalonkan sebagai calon presiden lewat koalisi besar untuk menghadapi pemilu lt,Positive
242,2023-04-12,255866913.0,kuatnya reaksi terhadap penolakan ganjar berpotensi memengaruhi langkahlangkah politiknya dalam pemilu presiden mendatang apabila tak ada inisiatif manuver elektabilitas dukungan kepadanya berpotensi beralih,Negative
251,2023-04-12,185275415.0,sinyal dukungan presiden jokowi kpda pak ganjar pranowo smakin kuat nih all bisa kita lihat hubungan ke pemimpin tersebut tetap hangat amp akrab mulai dari taraweh bareng jumatan bareng hingga blusukan bareng mengingat sifat presiden jokowi pak ganjar ttp pling beliau dukung,Positive
256,2023-04-12,1092968340.0,sahabat ganjar bersama masyarakat surabaya gelar bazar ramadan amp deklarasikan ganjar pranowo presiden antusias dr masy sangat luar biasa kita jg berbagi kpd sesama selama bulan puasa ini ketua dpc kota surabaya andre cahyo nugroho,Positive
258,2023-04-12,3306055003.0,peneliti senior indonesia survey center isc chairul ansari mengungkapkan empat alasan prabowo subianto lebih unggul dari ganjar pranowo dan anies baswedan dalam survei bursa calon presiden untuk pemilu mendatang prabowo subianto,Positive
259,2023-04-12,124171593.0,kabar soal direstuinya gubernur jawa tengah ganjar pranowo maju menjadi calon presiden oleh ketua umum pdip megawati soekarnoputri mencuat ke publik kabar ini pertama kali diungkapkan oleh ketua dpc pdip solo fx hadi rudyatmo ist,Negative
261,2023-04-12,55507370.0,sosok mahfud md digadanggadang cocok untuk menjadi calon wakil presiden pasangan anies baswedan ataupun ganjar pranowo dalam kancah pilpres simak berita selengkapnya di politik,Positive
273,2023-04-12,3306055003.0,jakarta menteri pertahanan menhan prabowo subianto dinilai cocok berpasangan dengan gubernur jawa tengah ganjar pranowo sebagai calon presiden dan wakil presiden caprescawapres di pilpres prabowo subianto,Positive
277,2023-04-12,465280582.0,simak bukan ganjar anies ataupun prabowo ahli tarot ramal presiden itu keturunan jawa dan suka pakai topi poskota,Positive
278,2023-04-12,726059647.0,jakarta menteri pertahanan menhan prabowo subianto dinilai cocok berpasangan dengan gubernur jawa tengah ganjar pranowo sebagai calon presiden dan wakil presiden caprescawapres di pilpres,Positive
279,2023-04-12,577314112.0,dukung ganjar pranowo the next presiden satrel ganjarst utama news,Positive
281,2023-04-12,771030588.0,kuatnya reaksi terhadap penolakan ganjar berpotensi memengaruhi langkahlangkah politiknya dalam pemilu presiden mendatang,Positive
283,2023-04-12,154435354.0,sebelumnya pak jokowi dengan pak ganjar setelah itu langsung dengan pak erick gaet menteri bumn erick dampingi presiden jokowi pantau pasar erick thohir harga kebutuhan pokok terkendali,Positive
289,2023-04-11,3319260420.0,warganet laporkan relawan ganjar bagikan kaos dan dompet ganjar presiden di daerah jakarta selatan,Positive
293,2023-04-11,3244241894.0,chotimah aku tetap teman ganjar pranowo syukur dan terima kasih kpd tuhanselangkah perjuangan telah terkabulmudahan tuhan menolong dan meridoi pak menjadi presiden,Positive
302,2023-04-11,2385926900.0,presiden jokowi satu mobil bareng ganjar pranowo amp jan etes ke pasar legi kota surakarta kami berharap beliau berdua semakin akrab menjelang pilpres semoga tdk ada lagi batu sandungan kedepan sahabat twips mari kta bersatu rapatkan barisan demi utk masa depan bangsa kita,Positive
303,2023-04-11,91103761.0,harapan amp doa terbaik dari tokoh masyarakat amp guru ngaji di sumenep madura  presiden jokowi amp ganjar pranowo dan pastinya ganjar mampu meneruskan visi misi presiden jokowi demi kepemimpinan di aamiin,Positive
304,2023-04-11,990237626.0,gubernur jawa tengah ganjar pranowo dikabarkan telah mendapatkan restu dari ketua umum pdi perjuangan megawati soekarnoputri untuk menjadi calon presiden pada pemilu,Positive
305,2023-04-11,185275415.0,segenap masyarakat sumenep madura mendukung penuh pak ganjar pranowo sbgai capres di pilpres mendatang yg akan meneruskan visi dan misi presiden jokowi membuat bangsa indonesia tercinta menuju indonesia emas,Positive
312,2023-04-11,91185042.0,sumenep full dukung pak ganjar pranowo menjadi presiden pada semoga doa doa yg baik di kabulkan oleh allah swt aamiin,Positive
316,2023-04-11,1468603104.0,gak urus sama yang suka teriak sepakbola karena ngurus negara gak cuma ngurus sepakbola banyak masalah yang juga harus diurus jadi tetap ganjar presiden nya,Positive
317,2023-04-11,3672722779.0,ganjar pranowo bersama presiden di pasar selo boyolali pagi ini april keterangan pers presiden jokowi saat kunjungi pasar cepogo boyolali april,Positive
334,2023-04-11,2209990345.0,tingginya tingkat elektabilitas digital ganjar pranowo antara lain disebabkan oleh banyaknya kriteria yang dimilikinya yang diyakini merupakan kriteria utama untuk seorang calon presiden di pemilu presiden tahun mendatang,Positive
348,2023-04-11,185275415.0,presiden bersama gubernur jateng pak ganjar pranowo amp walikota solo gibran rakabuming menghadiri peringatan zayed humanitarian day yang digelar di swisbel hotel kota surakarta provinsi jawa tengah pada senin malam april,Positive
376,2023-04-10,1285340365.0,perubahan itu mksdx presiden itu pasti berubah apakah ke prabowo atau ke ganjar makanya anies gk ngomong perubahan program,Positive
377,2023-04-10,185275415.0,tetap akrab dan melekat hubungan kedua pemimpin ksygn dimana pak ganjar pranowo semobil mendampingi tugas presiden jokowi dari kediaman di sumber solo ke pasar selo boyolali senin april senang aku tuh lihat kebersamaan pak ganjar amp pakde jokowi,Positive
378,2023-04-10,185275415.0,kebersamaan dua pemimpin hebat yg menyenangkan untuk kita lihat malam ini senin april presiden jokowi dan pak ganjar pranowo salat tarawih jamaah di masjid syeikh al zayed solo dua pemimpin amanah semoga sehat selaluamin,Positive
379,2023-04-10,46693036.0,deklarasi dukung ganjar presiden masyarakat ntb kukuhkan des ganjar,Positive
384,2023-04-10,185275415.0,malam ini presiden dan pak salat tarawih jamaah di masjid syeikh al zayed solo adem dan bahagia lihat kebersamaan kedua pemimpin hebat ini jokowi di hati ganjar di nanti,Positive
398,2023-04-10,3827798354.0,ganjar pranowo sang capres pdip rabu april salah satu orang dekat ganjar pranowo mendapat kabar mengejutkan ganjar mengantongi restu partai untuk melaju ke pilpres dan bakal dideklarasikan sebagai calon presiden,Positive
399,2023-04-10,185275415.0,dududu lihat aja nih gaess pak ganjar pranowo di ajak masuk untuk bisa semobil sama presiden jokowi lagi nih kode keras dari pak jokowi untk tetap mendukung pak ganjar pranowo bagaimana perasaanmu wahai amatiran pengamat dadakan kesel yaaaa,Positive
400,2023-04-10,185275415.0,tak kan goyah walau digoyang dgn isu murahan gerombolan sebelah dua pemimpin hebat yg tidak mudah di provokasi oleh kalian yg slalu ingin menjatuhkan keduanya lihat saja presiden jokowi pun lebih memilih bersama pak ganjar pranowo bersama membagikan sembako amp bantuan blt,Positive
408,2023-04-10,117694469.0,senin penuh cerita akankah berita ini akan bisa saingi kemesraan presiden jokowi dan ganjar atau dengan sedikit sentuhan survei lsi bisa naik bila ikut dalam pasangan capres cawapres tunggu ya chapter nya,Positive
410,2023-04-10,2917435673.0,nek aku jkw mas ganjar gp pripun pak jkw jkw reneo melok aku gp nggih tumut nek aku ngiro kon terus maju nyalon presiden,Positive
411,2023-04-10,2655442453.0,budayawan sekaligus pengamat politik eros djarot menyodorkan bakal pasangan calon ganjar pranowo dan mahfud md kepada pdi perjuangan agar bisa memenangi pemilihan presiden dan berpotensi besar mengalahkan koalisi kebangsaan,Positive
415,2023-04-10,229832704.0,ri yang diberikan kaos dan dompet saya tidak tahu apa ada isinya atau tidak di dalam dompet tsb karena begitu terlihat kaos dan dompet bergambar ganjar pranowo presiden saya menolak menerimanya,Negative
419,2023-04-10,3757343238.0,kode keras presiden jokowi untuk ganjar pranowo meneruskan kepemimpinan jokowi di tahun,Positive
420,2023-04-10,2714869507.0,pemilih pasangan jokowi dan maruf amin akan tetap memilih ganjar pranowo sebagai presiden pada pilpres,Positive
427,2023-04-10,185275415.0,presiden jokowi memilih  bersama pak ganjar pranowo membagikan sembako dan blt di pasar selo solo kpda masyarakat yg membutuhkan jadi plz jgn goreng isu basi kalian para provokator amp oposan pepesan kosong buat benturkan pemimpin hebat ini jokowi di hati ganjar di nanti,Positive
433,2023-04-10,185275415.0,lagi dan lagi gubernur jateng pak semobil mendampingi tugas presiden dari kediaman di sumber solo ke pasar selo boyolali senin april lihat kebersamaan kedua pemimpin hebat ini memang menyenangkan tapi tidak bagi kaum oposan tetap ganjar,Positive
448,2023-04-10,229832704.0,siang ini mereka yang mengatasnamakan relawan ganjar pranowo membagikan kaos amp dompet di sekitar rumah warga termasuk ke rumah saya dengan tagline ganjar presiden bagi yang mau menerima nomor rumahnya dicatat oleh relawan apakah sudah masa kampanye cc ri,Negative
451,2023-04-10,46693036.0,hasil survei lembaga survei indonesia lsi menunjukkan pemilih pasangan joko widodo dan maruf amin pada pilpres memilih ganjar pranowo sebagai presiden pada pemilihan presiden pilpres,Positive
454,2023-04-10,2385926900.0,hari ini tanggal presiden jokowi mobil bareng capres ganjar meninjau pasar selo boyolali presiden jokowi hati dgn  ganjar ayo sahabatku akun pro nkri kita bersatu kembali demi bangsa kita indonesia pasangan ini tidak akan jauh dari gp ps atau ps gp,Positive
455,2023-04-10,154435354.0,pak semobil mendampingi presiden ke pasar selo boyolali meninjau harga kebutuhan pokok menjelang lebaran alhamdulillah harga stabil lihat mereka baik aja yuk saatnya jokower bersatu kita cari penerus jokowi jokowi dihati ganjar dinanti,Positive
473,2023-04-10,18071520.0,berdasarkan hasil survei lsi ganjar pranowo unggul persen dari nama bakal calon presiden pada pemilu,Positive
481,2023-04-09,91185042.0,trisakti gantertrisakti ganjar pranowo terangterangan mendukung ganjar pranowo untuk menjadi calon presiden pada pemilu woahhh mantab nih tadinya sih sempet mikir kirain ganter itu ganjar erik eh sumber,Positive
489,2023-04-09,1044027295.0,ganjar pranowo sudah mendapat lampu hijau dari presiden jokowi untuk maju dalam pilpres masyarakat juga meyakini bahwa ganjar adalah sosok yang bisa meneruskan kepemimpinan presiden jokowi,Positive
492,2023-04-09,172766975.0,prabowoganjaranies kalau orang ini nanti menjadi calon presiden pada tahun menurutmu siapa yg akan dapat suara terbanyak ayo dipilih dipilih ditutup besok senin jam ya,Negative
494,2023-04-09,154102750.0,survei lsi ganjar pranowo masih teratas jadi calon presiden,Positive
508,2023-04-09,1044027295.0,pengamat politik pangi syarwi chaniago menilai duet gubernur jateng ganjar dan menhan prabowo sebagai pasangan calon presiden capres dan calon wakil presiden cawapres berpeluang besar memenangkan pilpres,Positive
509,2023-04-09,1044027295.0,duet ganjarprabowo mungkin terealisi karena peluang menang besar di pemilu duet ini berpeluang besar karena presiden jokowi memberi dukungan untuk dua tokoh karena keduanya berada di lingkungan politik yang sama,Positive
539,2023-04-08,185275415.0,pastinya para relawan ganjar akan tetap setia dukung pak ganjar pranowo pemimpin yg akan meneruskan estafet kepemimpinan presiden jokowi yg memiliki visi dan misi yg sama menuju indonesia emas,Positive
541,2023-04-08,2335281158.0,tetap komit dan konsisten ganjar presiden,Positive
544,2023-04-08,185275415.0,sebenarnya apa sih yang membuat presiden jokowi mendukung ganjar pranowo sbagai penurusnya menurutku jawaban yang paling konkret yakni karena ganjar bisa kerja serta bisa merangkul semua golongan masyarakat keberhasilannya dua periode di jateng adalah buktinya,Positive
545,2023-04-08,185275415.0,ibarat bom pertemuan ganjar amp pak jokowi itu meledak amp membuat pihak yang menilai hubungan keduanya sedang renggang terdiam ditambah lagi ganjar mendampingi presiden jokowi salat jumat di masjid raya syeikh zayed solo mereka berjalan beriringanberbincang amp tertawa bersama,Positive
548,2023-04-08,185275415.0,dihantam sekeras apapun pilihan pak jokowi tetap ganjar sugeng rawuh bapak presiden jokowi di solo tulis ganjar pranowo di instagramnya ucapan sederhana yg disertai foto ganjar dgn badan sedikit membungkuk menyalami presiden jokowi itu sangat adem dilihat amp nyaman dirasakan,Positive
564,2023-04-08,1044027295.0,pengamat politik khoirul umam menyatakan dukungan presiden jokowi dalam pilpres bermuara mengendorse dua nama yakni ganjar dan prabowo,Positive
566,2023-04-08,1021578788.0,sudah mendapatkan dukungan dari presiden jokowi pasangan ganjar prabowo siap maju pilpres,Positive
569,2023-04-08,3244241894.0,chotimah nakula sauya aku tetap bersama ganjar pranowo banyak yg ingin menjadi presiden krn ingin memanfaatkan keberhasilan yg sdh di lakukan pak tapi hanya ganjar pranowo yg layak dan pantas melanjutkan dan memanfaatkan keberhasilan itu utk kemakmuran bangsa dan negara,Positive
583,2023-04-07,59677074.0,melihat percaturan politik jelang memang seru incumbent pingin periode di block pdip dkk incumbent ajukan ganjar diblock pdip mrk ajukan puan ganjar digenjet istana melawan pdip gencet presiden anies maju didukung nasdem pks demokrat ummat,Positive
599,2023-04-07,185275415.0,keharmonisan yg indah bisa kita lihat dari kebersamaan pak ganjar pranowo yg menemani presiden jokowi dan jg mas wali gibran rakabuming serta si gemes jan ethes selesai sholat jum at april di solo pemimpin hebat yg tdk mudah terprovokasi fokus bangun bangsa,Positive
602,2023-04-07,3617542094.0,pasti ganjar terpilih jadi presiden ri,Positive
605,2023-04-07,185275415.0,pemimpin hebat yg tidak mudah dipecah oleh benturan yg sengaja dibuat dari kaum sebelah moment pak ganjar pranowo mendampingi presiden yg juga ditemani oleh mas wali gibran rakabuming beserta cucu tercinta presiden jan ethes selesai sholat jum at april di solo,Positive
646,2023-04-06,905595156.0,gpp krn pkpresiden lg kunjungn kerjayg pnting pkpresiden tdk memilh pkganjar untk mju jd capres aamiin,Positive
650,2023-04-06,185275415.0,adapun kartu tani itu mendata petani siapa di manaberapa tanam apa kapan itu mesti kita ketahui kalau itu masuk maka sebenarnya ini bagian dari perintah presiden satu data indonesia berkaitan dgn petani jelas ganjar dalam keterangan tertulis kamis,Positive
653,2023-04-06,2385926900.0,ganjar pranowo menyambut kedatangan presiden jokowi di bandara adi soemarmo solo hari ini semoga pak ganjar semakin baik hubungannya dengan king maker presiden jokowi,Positive
655,2023-04-06,31058944.0,kenapa baru bersuara sekarang pak buat ganjar ini adalah game over termasuk bagi presiden jokowi sendiri akan sangat sulit baginya untuk memberikan dukungan kepada ganjar untuk kalkulasi politiknya berubah its time for,Negative
657,2023-04-06,3164539476.0,ganjar for presiden,Positive
658,2023-04-06,163428611.0,intine ganjar mbalelo karo presiden titenono,Positive
664,2023-04-06,216251836.0,ora opo opo bocah kuwi ngapusi malah peneran mumpung urung dadi presiden uwes kethok asline masio dewe  maju pilpres puan ganjar ora pilihan pak dhe ora tak coblos,Negative
679,2023-04-06,164604281.0,siapapun politisi pada posisi ganjar sebagai gubernur dari kader pdip yg juga berambisi sebagai presiden gp tahu persis bahwa nasibnya ditentukan oleh mega maka ketika dihadapkan pada pilihan pilih ikut jkw atau pilih nurut mega sudah pasti jawabnya ikut mega,Positive
683,2023-04-06,159397904.0,as tadinya kasian liat beliau di bully tp semakin banyak ngomong kok makin nyebelin jd makin tdk respek ke ganjar dan pdip sayang gibran blm thn jd gak bisa pilih mas wali jd presiden,Positive
684,2023-04-05,482114255.0,ganjar pranowo for presiden,Positive
695,2023-04-05,482114255.0,ganjar pranowo calon presiden ri,Positive
696,2023-04-05,349358100.0,psi telah memutuskan untuk mengikuti koalisi besar kib dan kir meski begitu sejauh ini psi tetap mendukung ganjar pranowo sebagai calon presiden,Positive
698,2023-04-05,69183155.0,psi telah memutuskan untuk mengikuti koalisi besar kib dan kir meski begitu sejauh ini psi tetap mendukung ganjar pranowo sebagai calon presiden,Positive
700,2023-04-05,185275415.0,masyarakat madura menilai pak ganjar merupakan orang baik amanah tegas dan juga memperhatikan kelestarian budaya indonesia masyarakat adat madura sangat berharap pak ganjar pranowo bisa terpilih pada pemilu dan menjadi presiden republik indonesia,Positive
713,2023-04-05,2651176428.0,satunya perubahan yang akan terjadi di pasca pilpres jika diikuti oleh ganjar prabowo dan anies adalah presiden baru seluruhnya otomatis menyandang predikat perubahan,Negative
715,2023-04-04,2755262034.0,saat ini bagi saya masih ikut arahan pak jokowi presiden sah yg kita dukung sejak tahun dan bagi saya untuk tahun tidak ada keraguan sedikitpun untuk memilih pak ganjar sbg penerus pakdhe jokowi indonesia pilih ganjar,Positive
722,2023-04-04,1094384036.0,sepertinya ganjar tetep jadi presiden tapi partainya ndk bakal menang pemilu,Positive
724,2023-04-04,46693036.0,peluang prabowo subianto maju menjadi sebagai calon presiden capres semakin besar jika gubernur jawa tengah jateng ganjar pranowo tidak maju sebab pasca pembatalan indonesia menjadi tuan rumah piala dunia  nama ganjar semakin redup sebagai,Negative
729,2023-04-04,3063948336.0,gue sebagai warga indonesia yg baik dan selalu di barisan pak jokowi akan setia serta berkomitmen dan berjuang matian di untuk mendukung pak ganjar pranowo sebagai presiden di palestina,Positive
731,2023-04-04,1366617421.0,sudah fix di acara mata najwa tersebut ganjar tegak lurus membela kepentingan dirinya dan titah maknyak apa pun itu sekalipun menjadi pengkhianat dan jadi antithesis presiden jokowi maka kami tidak perlu berpikir ulang untuk menolak ganjar di,Positive
732,2023-04-04,847948644.0,cocok sudah presiden di palestina next presiden aja hehe,Positive
733,2023-04-04,349451846.0,ganjar presiden,Positive
738,2023-04-04,51610563.0,as memang benar yg ttd itu gibran cuman ganjar yg dlm situasi pilpres dan sering diberitakan harusnya lbh bijak dlm berkomentar yg dia lakukan itu menghianati jokowi dan rupanya perintah partai utk buktikan loyalitas bahaya kalau presiden bs diperintah begini,Negative
739,2023-04-04,86901884.0,ratusan warga jawa barat tunjukkan komitmen dukung ganjar presiden viva,Positive
742,2023-04-04,1021578788.0,didukung sepenuhnya oleh presiden jokowi pasangan ganjar prabowo memantapkan diri sebagai pemenang pilpres jika terealisasi,Positive
771,2023-04-03,185275415.0,aktif dalam menangkal radikalisme gubernur jawa tengah pak ganjar pranowo didukung kalangan ustad dan santri di mana mereka mendoakan pak ganjar agar menjadi presiden di mendatang dukung pak ganjar pemimpin yg berani berantas radikalisme di indonesia,Positive
781,2023-04-03,1021578788.0,sosok yang paling cocok menggantikan kepemimpinan presiden jokowi adalah pasangan ganjar prabowo yang akan maju dalam pilpres,Positive
782,2023-04-03,114701543.0,udh pas cocok prabowoganjar presiden survei presiden ri insya allah anies baswedan,Negative
786,2023-04-02,30617522.0,tembus ribu komentar unggahan ganjar soal mudik gratis full hujatan netizen fix anies yang bakal jadi presiden,Negative
801,2023-04-02,819853400.0,peduli amat bayangkan calon presiden segampang itu diatur ketua partai no ganjar,Negative
808,2023-04-02,1348284122.0,bisnis wes ganti ae ya pak ganjar gaungkan calon presiden mari dukung yok pak prabowo puan untuk jadi presiden dan wakil nya,Positive
811,2023-04-02,185275415.0,luar biasa kegigihan gubernur jateng pak ganjar pranowo dalam menangkal radikalisme dan intoleransi wajib kita dukung dan apresiasi dimana pak ganjar mndot dukungan dari ustadz di deli serdang maju sbgai presiden di,Positive
833,2023-04-02,1258594897.0,ratusan ustadz di deli serdang dukung ganjar pranowo menjadi presiden ri ganjar dinilai sosok yg tegas dan berani serta punya komitmen memerangi intoleran terorisme dan radikalisme di negeri ini,Positive
837,2023-04-02,1909710253.0,pernyataan sikap ratusan ustadz dj deli serdang mendukung ganjar pranowo jadi presiden ri ini tentu sejalan dengan sikap organ relawan,Positive
838,2023-04-02,2757275913.0,inilah kegigihan ganjar tangkal radikalisme lacu ratusan ustadz di deli serang mendukung presiden,Positive
850,2023-04-02,2655442453.0,relawan ganjar pranowo gp center mendeklarasikan dukungan kepada putra bungsu presiden joko widodo jokowi kaesang pangarep untuk maju dalam pemilihan wali kota pilwalkot depok dukungan itu dinamakan gerakan jempol ceria,Positive
857,2023-04-01,41730943.0,relawan di bonepurwakarta kawal ganjar menuju semoga jadi presiden ri selanjutnya,Positive
858,2023-04-01,2715597386.0,siapcoblos ganjar untuk menjadi presiden palestina,Positive
861,2023-04-01,3244241894.0,aku tetap teman ganjar pranowo karena yang terbaik dan layak menjadi presiden nkri tahun pengganti dan penerus kerja pak,Positive
867,2023-04-01,2843558100.0,kenapa ganjar yang paling di serang habisan pdhl yg menolak gk cm ganjar seorangapakah karena beliau bakal calon presiden di,Positive
870,2023-04-01,454547707.0,terima kasih pak ganjar dari masalah kemarin kami jadi tau kelas anda dan kelas anda sangat jauh dari pak anda malah anti thesis beliau semoga bapak sukses di terpilih sebagai presiden palestinam,Positive
872,2023-04-01,50509502.0,ganjar sih uda tamat lah kl mau nyapres pdip sih curiga bukan isu  meraup suara tp ngancem presiden supaya ada keinginan mereka yg dipenuhi sama pemerintah tp sptnya ga diturutin makanya ngereog,Negative
908,2023-04-01,30617522.0,posting mudik gratis untuk masyarakat netizen udah gak respect sama ganjar fix ini pak anies baswedan bakal jadi presiden,Negative
909,2023-04-01,3244241894.0,apapun kata duniaaku tetap dukung amp pilih karena hanya ganjar pranowo yang layak dan pasmenjadi presiden pengganti pak manusia itu tak ada yg sempurna kekurangan teman harus di genapi temanitu namanya teman setia,Positive
913,2023-04-01,287725648.0,mbaksri saya pilih ganjar jd presiden palestina di,Positive
