,Date,User ID,Tweet Count,Tweet Location,Tweet,label,Clean
78,2023-04-15,634227637.0,54,Jawa Tengah,relawan santri dukung ganjar wilayah jawa tengah berbagi paket takjil untuk berbuka puasa bagi para musafir yang melintas di depan kantor kesetariatan santri dukung ganjar korwil jawa tengah,Positive,lu jadiin masjid takjil materi cerita bohong
79,2023-04-15,4011609674.0,621,No Place to KADRUN ,nama nya ganjar pranowo pemimpin besar,Positive,romadhon amal dilipat gandakan doa diijabah menyepi insya allah
84,2023-04-14,30766806.0,782,,hasil survei terbaru smrc menunjukkan bukti gubernur jawa tengah ganjar pranowo masih jadi capres potensial untuk pemilihan presiden di dengan elektabilitas tertinggi dan lebih kuat dibanding tokohtokoh lain semangat untuk membawa indonesia maju,Positive,
85,2023-04-14,3158832157.0,782,,menang telak mengalahkan calon lainnya di survei capres lembaga kredibel smrc mayoritas masyarakat di kalangan santri abangan dan priyayi lebih memilihgubernur jawa tengah ganjar pranowo sebagai presiden dibanding tokoh lain allhamdulillah,Positive,si curut sitompul nggak waras memfitnah
86,2023-04-14,30766806.0,2468,DKI Jakarta Indonesia,pada kajian ilmiah prof saiful mujani mayoritas muslim jawa para santri kaum abangan priayi dalam pemilihan presiden sebanyak persen memilih ganjar pranowo sebagai presiden cc,Positive,festival hadrah seprovinsi jawa timur ishari nu gema abw via
87,2023-04-14,30766806.0,671,,dari hasil survei smrc sebanyak persen warga muslim etnis jawa yang mengaku santri akan memilih kader pdip ganjar pranowo sebagai calon presiden capres muhammadiyah rip mark,Positive,festival hadrah ramadhan ishari nu gema abw
89,2023-04-14,428008436.0,4643,GOMBONG BELIK PEMALANG,chotimah itu kata org medan neng drama bukan soal siapa presiden nya ini soal iknkalau ganjar prabowo menang pastinya ikn di kalimantan tapi penduduk jabotabek jawa barat dan jawa tengah apalagi sumatra berharap anis menang ibu kota tetap di jakarta neng kata banyak org,Positive,insya allahsehat
91,2023-04-14,30766806.0,2125,"Bandar Lampung, Lampung",dukung ganjar presiden indonesia di,Positive,
92,2023-04-14,40730991.0,1634,,prabowo anis ganjar tidak terbendung lagi untuk menjadi calon presiden ri soal tidak dapat tiket adalah soal lain itulah politik semoga para capres sehat selalu dan tetap mendukung nkri,Positive,madinah mashaallah penjual madinah bismillah biidznillah
95,2023-04-14,428008436.0,2505,,utam loyalis ganjar dukung untuk presiden,Positive,insya allah
101,2023-04-14,106057603.0,307496,"Jakarta Pusat, DKI Jakarta",survei smrc mayoritas santri jawa pilih capres survei smrc menunjukkan mayoritas alias persen warga muslim jawa yang mengaku santri memilih gubernur jawa tengah ganjar pranowo sebagai calon presiden,Positive,partai berdiri berkomitmen membangun perubahan peradaban partai duta peradaban pendukung partai mengusung rasyid setuju fathur
102,2023-04-14,299732033.0,100,,kami relawan mak ganjar kota samarindaprovinsi kalimantan timur siap mendukung bapak ganjar pranowo menjadi presiden ri,Positive,nakula pecah jutaan jemaah teriakkan
104,2023-04-14,2580513709.0,134542,,semua akan ganjar pada waktunya gelombang dukungan kpd utk mencalonkan diri sebagai kandidat presiden terus bermunculan terbaru ada relawan bernama ganjar pranowo link gp link yg mendeklarasikan dukungan kepada ganjar untuk maju di pemilihan presiden,Positive,insyaallah dukung
110,2023-04-14,1322178134.0,8,"Bukateja, Indonesia",tangguh pak ganjar calon kuat presiden ri,Positive,menghadapi nasdem mendeklarasikan mantan gubernur dki jakarta
117,2023-04-14,41730943.0,14319,,bersama presiden jokowi ganjar pranowo meninjau pasar guna mengecek harga kebutuhan pokok,Negative,ketua badan pembina organisasi keanggotaan kaderisasi bpopkk dpp partai demokrat herman khaeron buka suara isu mengusung menko polhukam mahfud md pendamping pemilihan
120,2023-04-14,3306055003.0,6084,,santri dukung ganjar prof saiful mujani smrc melakukan studi mutakhir pada masyarakat muslim beretnis jawa dari kalangan santri mendukung menjadi presiden ri pada pilpres,Positive,kandidat
121,2023-04-14,3306055003.0,6196,"Sumatera Utara, Indonesia",ganjar pranowo teratas menurut survei terbaru smrc survei saiful mujani research and consulting smrc menunjukkan mayoritas alias persen warga muslim jawa yang mengaku santri memilih gubernur jawa tengah sebagai calon presiden,Positive,terbaru bursa survey center isc menemukan unggul
124,2023-04-14,971638117.0,25271,?????? ??????? ????????? ?????,dalam pemilihan presiden yg dilakukan studi saiful mujani mayoritas atau persen warga muslim jawa yg mulai dari para santri kaum abangan amp priyayi memilih kader partai demokrasi indonesia perjuangan pdip ganjar pranowo berdasarkan hasil survei smrc pun pak ganjar unggul,Positive,orang dikenal solid ayo follow acount resmi pks pks tembus juta follower sd rabu februari pks menang lihat video ayiceopesantrenpolitikcom
131,2023-04-14,516555256.0,303,,jumat berkah bagi bagi takjil di siwalankerto wonocolo surabaya,Negative,dukung
135,2023-04-13,138632715.0,5531,Bhumi Mataram Merah Putih NKRI,elektabilitas ganjar pasca penolakan kedatangan tim bola  israel saat ini kemungkinan akan terkatrol bila ada kepastian sbg balon menjadi calon presiden di pilpres,Negative,anak muda cerdas inshaallah
152,2023-04-13,2920816987.0,14558,,luar biasa pak ganjar pranowo sangat perhatikan wong cilik dg konsisten semoga kelak akan jadi presiden ri ke di tahun aamiin aamiin aamiin ya robbal alamin,Positive,mudahan republik
155,2023-04-13,59677074.0,12916,,dalam beberapa bulan terakhir dibandingkan dua kandidat yang digadanggadang bakal menjadi calon presiden pada pilpres ganjar pranowo dan anies baswedan prabowo subianto,Positive,raffi nagita nasibnya beda bohir sibuk ngamanin periode
159,2023-04-13,2504072815.0,232,,kegiatan canvasing mak ganjar sumsel berbagi kebaikan,Positive,moeldoko membantah tudingan ahy peninjauan dilayangkan menjegal hubungannya suka berhalusinasi
163,2023-04-13,306615832.0,333,"Nusa Tenggara Timur, Indonesia",terik siang hari yang menyengat ditambah kegiatanku yg sangat padat seketika kuingat senyum pak ganjar jiwaku kembali bersemangat,Positive,puan vs khofifah
169,2023-04-13,517937866.0,77,Indonesia,elektabilitas ganjar selalu unggul untuk jadi calon presiden,Positive,hidup
183,2023-04-13,634227637.0,20,,dukung penuh pak ganjar pranowo maju jadi presiden,Positive,koruptor menyebar
189,2023-04-13,509652077.0,15565,,cenderung memberikan dukungan buat prabowo subianto dan ganjar pranowo sebagai kandidat calon presiden capres pemilu prabowo subianto,Negative,andai sandi nerima pinangan cawapres wagub gubernur dki andai kepilih cawapres
190,2023-04-13,3158832157.0,12804,,dalam beberapa bulan terakhir dibandingkan dua kandidat yang digadanggadang bakal menjadi calon presiden pada pilpres ganjar pranowo dan anies baswedan prabowo subianto,Positive,chotimah buzzerp recehan panik ketakutan
191,2023-04-13,3158832157.0,333,"Nusa Tenggara Timur, Indonesia",emakemak ntt untuk ganjar pranowo presiden,Positive,hilang akal buzzerp recehan memfitnah
211,2023-04-12,1916893075.0,7826,,setelah sampang pamekasan madura ya lur bolone pak ganjar juga datang dari kediri loh tetap dengan kesederhanaan guyub rukun gotong royong mereka mendirikan bannner demi menyatakan kecintaan terhadap untuk terangan menyatakan dukungan sebagai presiden,Positive,insya allah republik
214,2023-04-12,1623010292.0,446991,Surabaya,ganjarian jatim yakin pdi perjuangan calonkan ganjar ganjarian jawa timur yakin pdi perjuangan akan mencalonkan ganjar pranowo dalam pemilihan presiden opsi terbaik untuk mencetak via,Positive,maju iblis bani cebong ade berusaha sekuat tenaga mengganggu menggagalkn pencalonan sbg capreskrn iblis akn kepanasan klo
231,2023-04-12,497574374.0,14319,,senang juga mendapatkan doorprize tv kebetulan tv dirumah sedang rusak semoga pak ganjar menjadi presiden indonesia ucap peserta bazar leli mukarohma,Positive,didu inimah sedekah foto terpanpang tulisan alasannya pelakunya jumatan dimasjid kampanye sehat
239,2023-04-12,3158832157.0,737,,akhirnya kk ini punya rumah sendiri tanpa dp dan biaya angsuran yang cuma rp ribu per bulan inilah program tuku lemah oleh omah yang terus kita tingkatkan jumlah pembangunannya setiap tahun ganjar anugerah kedua bagi bangsa indonesia setelah jokowi presiden di,Positive,mandul serangan densy
249,2023-04-12,3306055003.0,123279,,psi merapat ke koalisi besar bersama golkar ppp gerindra pkb dan pan wakil ketua dewan pembina psi grace natalie mengatakan psi akan mengusulkan ganjar pranowo untuk dicalonkan sebagai calon presiden lewat koalisi besar pada pemilu sesuai hasil rembuk rakyat,Negative,peneliti senior survey center isc chairul ansari alasan unggul bursa
252,2023-04-12,55507370.0,320,"DKI Jakarta, Indonesia",dukung ganjar presiden,Negative,sosok mahfud md digadanggadang cocok wakil pasangan kancah simak berita selengkapnya politik
254,2023-04-12,284771200.0,6791,jakarta Indonesia,kompas tv kompas update selasa april wib sahabat ganjar bersama masyarakat surabaya gelar bazar ramadan dan deklarasikan ganjar pranowo presiden surabaya jawa timur,Positive,
255,2023-04-12,2989509481.0,20216,,milenial go ganjar jatim deklarasi dukung ganjar pranowo sebagai presiden,Negative,
256,2023-04-12,2829775256.0,39021,"Kota Manado, Sulawesi Utara",sahabat ganjar bersama masyarakat surabaya gelar bazar ramadan amp deklarasikan ganjar pranowo presiden antusias dr masy sangat luar biasa kita jg berbagi kpd sesama selama bulan puasa ini ketua dpc kota surabaya andre cahyo nugroho,Positive,
257,2023-04-12,2214699186.0,13591,San Andreas,peneliti senior indonesia survey center isc chairul ansari mengungkapkan empat alasan prabowo subianto lebih unggul dari ganjar pranowo dan anies baswedan dalam survei bursa calon presiden untuk pemilu mendatang prabowo subianto,Positive,
258,2023-04-12,298356051.0,13730,San Andreas,peneliti senior indonesia survey center isc chairul ansari mengungkapkan empat alasan prabowo subianto lebih unggul dari ganjar pranowo dan anies baswedan dalam survei bursa calon presiden untuk pemilu mendatang prabowo subianto,Positive,
282,2023-04-12,465280582.0,264,"Kalimantan Barat, Indonesia",kegiatan pelatihan pengelolaan air bersih dan doa bersama untuk ganjar pranowo presiden sekaligus buka puasa bersama pondok pesantren asy syuro desa galang kec pinyuh kabupaten mempawah kalbar,Positive,simak ahli tarot ramal keturunan jawa suka pakai topi poskota
283,2023-04-12,990237626.0,8022,"Kalimantan Timur, Indonesia",sebelumnya pak jokowi dengan pak ganjar setelah itu langsung dengan pak erick gaet menteri bumn erick dampingi presiden jokowi pantau pasar erick thohir harga kebutuhan pokok terkendali,Positive,mahfud md dinilai cocok mendampingi bertarung rezim pemerintahan joko widodo menurutmu tulis kolom komentar
284,2023-04-12,2718336037.0,93715,,warganet laporkan relawan ganjar bagikan kaos dan dompet ganjar presiden di daerah jakarta selatan,Negative,sir mp relawan jokowi netral sikap menyelamatkan bangsa karir politik jokowi turun kursi jokowi netral nasibnya terancam pasca purna tugas tirulah sikap netral sby jabatannya pd th
285,2023-04-12,2718336037.0,366,,selamat menunaikan ibadah puasa,Positive,sir mp relawan jokowi netral sikap menyelamatkan bangsa karir politik jokowi turun kursi jokowi netral nasibnya terancam pasca purna tugas tirulah sikap netral sby jabatannya th
290,2023-04-12,1319417731.0,4308,,hanya satu kata untuk ganjar menang lawan anis si sumur resapan di pilpres banyak faktor yg menyebabkan kemenangan ganjar pranowo di pilpres sy yakin ganjar presiden di pilprs mendatang,Positive,iya jokowi didukung gerindra
292,2023-04-12,199609723.0,59,"Kota Kupang, NTT",fun futsal pranowo,Positive,ditunggu bpk jgn panik stres
305,2023-04-11,86900207.0,25271,?????? ??????? ????????? ?????,segenap masyarakat sumenep madura mendukung penuh pak ganjar pranowo sbgai capres di pilpres mendatang yg akan meneruskan visi dan misi presiden jokowi membuat bangsa indonesia tercinta menuju indonesia emas,Positive,menteri kalah ditikungan mulu abangda akhlaknya super duperitu ganti
307,2023-04-11,199609723.0,1286,,kira siapa presiden jujur saya konsisten tdk akan pilih dia anies apalagi gabener ganjar banyak drama,Negative,orang cerdas pilih
308,2023-04-11,262626909.0,4017,,pak ganjar penerus pak jokowi yg sama berada di kelompok nkripancasilabhinekatoleranpribumisebab yg lain itu dekat kadrun dan turunan asingsemoga bapak berjuang membawa pak ganjar presiden demi nkripancasilabhinekatoleran dan hargadiri pribumi,Positive,abdillahtoha insya allah
309,2023-04-11,174453386.0,26041,Indonesia,kenapa para pendukungnya anies kok selalu menyerang ganjar pranowo bukankah sampai sekarang tidak ada satu partaipun yang mengusung ganjar sebagai bakal calon presiden,Negative,aneh diem salah uda warga kasih pendapat beda narasi eluh pejabat ngadih pendapat belom uda bukti perubahannya dimana aneh
311,2023-04-11,553451866.0,14133,,masyarakat sumenep dukung pak ganjar pranowo menjadi presiden pada mantab banget ini semoga doa doa kita semua kabulkan oleh allah swt aamiin,Positive,
315,2023-04-11,384190172.0,1558,Sanggau,ganjar gak akan jadi presiden th belum saatnya belum bisa seperti jokowi entahlah kalau th lagi,Negative,alhamdulillah dukungan mas hadir tingkat desa bismillah mas the next aamiin sir relawan pemilugembira
386,2023-04-11,100501797.0,333,"Nusa Tenggara Timur, Indonesia",mak ganjar untuk pak ganjar emakemak ntt untuk ganjar pranowo presiden,Negative,sekelas sampah bah percaya
390,2023-04-11,131875808.0,920,,bakalan tetap jadi petugas partai jg dong andai pak ganjar jd presiden karena puan yg diplot gantikan bu mega jd ketum pdip berhak mengatur susunan kabinet ganjar jika terpilih jd presiden berdasarkan artikel kumparan tsb,Negative,nng jkw ps insya allah
392,2023-04-10,567132989.0,1013,"Blora, Indonesia",myslf sinyal dukungan kuat yang diberikan oleh presiden jokowi kepada pak ganjar menunjukkan keyakinannya akan kemampuan dan integritas pak ganjar sebagai penerusnya di,Positive,bahrawi santai nabi fitnah dibakar mantap
397,2023-04-10,79380990.0,526,,survei lsi mayoritas pemilih jokowi masih pilih ganjar hasil survei lembaga survei indonesia lsi menunjukkan pemilih pasangan joko widodo jokowi dan maruf amin pada pilpres memilih ganjar pranowo sebagai presiden pada pilpres,Positive,nggak bang orang ketakutan
398,2023-04-10,1285340365.0,253463,"Kota Pekalongan, Jawa Tengah",ganjar pranowo sang capres pdip rabu april salah satu orang dekat ganjar pranowo mendapat kabar mengejutkan ganjar mengantongi restu partai untuk melaju ke pilpres dan bakal dideklarasikan sebagai calon presiden,Positive,perubahan mksdx berubah gk perubahan program
410,2023-04-10,198888246.0,32992,Indonesia,nek aku jkw mas ganjar gp pripun pak jkw jkw reneo melok aku gp nggih tumut nek aku ngiro kon terus maju nyalon presiden,Positive,aamiiiin
418,2023-04-10,2378093888.0,15565,,jakarta lembaga survei indonesia lsi mengungkapkan tren elektabilitas prabowo subianto mengalami penguatan jika dibandingkan nama ganjar pranowo untuk pemilihan presiden pilpres,Positive,rosiade
419,2023-04-10,2378093888.0,2392,,kode keras presiden jokowi untuk ganjar pranowo meneruskan kepemimpinan jokowi di tahun,Positive,rosiade
442,2023-04-10,117694469.0,14991,"DKI Jakarta, Indonesia",jakarta lembaga survei indonesia lsi mengungkapkan tren elektabilitas prabowo subianto mengalami penguatan jika dibandingkan nama ganjar pranowo untuk pemilihan presiden pilpres prabowo subianto,Negative,issue bikin panas bikin koalisi gemuk bismillah
454,2023-04-10,3548868619.0,63649,"DKI Jakarta, Indonesia",hari ini tanggal presiden jokowi mobil bareng capres ganjar meninjau pasar selo boyolali presiden jokowi hati dgn  ganjar ayo sahabatku akun pro nkri kita bersatu kembali demi bangsa kita indonesia pasangan ini tidak akan jauh dari gp ps atau ps gp,Positive,pks bicara peluang duet aniessandi
456,2023-04-10,22365191.0,836,"Kota Banda Aceh, Nangro Aceh D",pemilih jokowi harapkan ganjar jadi presiden,Positive,deklarasi simpul energi garuda keadilan menangkan pks pemudapemudi pks berikrar menangkan pks faruq garuda keadilan
460,2023-04-10,59677074.0,836,"Kota Banda Aceh, Nangro Aceh D",berdasarkan hasil survei lsi mayoritas pemilih jokowi masih pilih ganjar,Positive,ngga menang lawan ferdy sambo keadilan sejalan hati nurani pilih
471,2023-04-09,117694469.0,1886,,presiden prabowo dg wk presd ganjar ,Negative,bismillah niat perubahan share like persatuan modal uang koalisi besartapi semangat perubahan lawan oligarki share video relawan terimakasih
476,2023-04-09,1373657900.0,3246,,wah kalau pak ganjar jadi presiden indonesia bakal jadi negara paling toleran lebaran erick thohir zayyan angkatan udara love me right salma lalisa iketeru in tokyo iklan ponds men sore onic,Positive,pks menang damansara kuala lumpur
484,2023-04-09,374842781.0,303,,silaturrahmi majelis taklim rohmatullah kabupaten malang serta berikan bantuan karpet,Negative,enjeull kasih gassss biar goal
486,2023-04-09,756374106.0,44386,"Jawa Tengah, Indonesia",alasanalasan trisakti ganter mendukung ganjar pranowo sebagai calon presiden pada pemilu adalah sebagai berikut,Positive,asmara didu saewad idha sir
509,2023-04-09,172766975.0,2074,,duet ganjarprabowo mungkin terealisi karena peluang menang besar di pemilu duet ini berpeluang besar karena presiden jokowi memberi dukungan untuk dua tokoh karena keduanya berada di lingkungan politik yang sama,Positive,prabowoganjaranies orang menurutmu suara ayo dipilih dipilih ditutup besok senin jam
510,2023-04-09,771030588.0,227,,tetap solid arahan telunjuk pak jokowitetap solidmau apapun kata mu kami tetap ganjar pranowo jadi presiden paham kan,Positive,politisi partai gerindra sandiaga uno diduetkan mantan gubernur dki jakarta pemilihan
518,2023-04-09,3180698048.0,366,,paskah april,Negative,rosiade aahhh tenane to bang rosiade ps gp arb apalah insya allah rasyid menang
521,2023-04-09,255866913.0,366,,hut tni angkatan udara april ke th,Negative,politisi partai gerindra sandiaga uno diduetkan mantan gubernur dki jakarta pemilihan
528,2023-04-09,174182746.0,59,"Kota Kupang, NTT",pranowo,Positive,maksud zulhas jokowi kendalikan koalisi melawan netral lembaga negara kendali dijamin netralitasnya
549,2023-04-09,384190172.0,14319,,dengan menggunakan baju putih presiden jokowi masuk ke area masjid sheikh zayed seusai salat jumat terlihat presiden jokowi keluar melalu pintu vip dengan gubernur jawa tengah ganjar pranowo,Positive,pas bang mas adlh capres tumbuh bersemi hati rkyt izin allah mas aamiin sir relawan pemilugembira
550,2023-04-09,284771200.0,14319,,presiden joko widodo jokowi ditemani gubernur jawa tengah ganjar pranowo beserta wali kota solo gibran rakabuming raka melakukan salat jumat di masjid sheikh zayed solo,Positive,
551,2023-04-09,284771200.0,14319,,gubernur jawa tengah ganjar pranowo mendampingi presiden joko widodo atau jokowi dalam melaksanakan ibadah salat jumat di masjid raya sheikh zayed solo jawa tengah,Positive,
552,2023-04-09,284771200.0,14319,,presiden sedang dalam kunjungan dari tuban provinsi jawa timur sebelum pulang ke kota solo,Positive,
553,2023-04-09,2989509481.0,14319,,gubernur jawa tengah jateng ganjar pranowo menyambut kedatangan presiden joko widodo saat mendarat di bandara adi soemarmo kabupaten boyolali provinsi jateng,Positive,
554,2023-04-09,2989509481.0,66,,gonjang ganjing isyu politik murahan dr kelompok perusak negara pd ganjar pranowo gk usah di respon yg jelas lebih penting menyelamatkan kehidupan berbangsa dan negara ini hny ganjarlah harapan bangsa ini bs di selamatkan jika beliau di calonkan presiden di,Positive,
555,2023-04-09,2989509481.0,3177,"Mataram, Indonesia",ganjar pranowo sudah kagak masuk hitungan presiden pak gp sudah jadi kadrun pengkhianatgp sudah selesai harus ditenggelamkansemoga telunjuk pak jokowi menunjuk pak untuk menjadi penerus beliau thn,Negative,
556,2023-04-09,2829775256.0,6707,,indonesia semakin mengaung meski diboikot ioc hingga tamparan buat ganjar maju capres pernyataan ganjar pranowo menolak kehadiran tim nasional timnas israel di piala dunia  bisa menjadi tamparan buat ganjar untuk maju sbg calon presiden,Positive,
557,2023-04-09,2829775256.0,333,"Nusa Tenggara Timur, Indonesia",ntt untuk pak ganjar,Positive,
559,2023-04-09,2829775256.0,102,,awalny gua pendukung ganjar pas ngeluarin statement menolak israel ahirny gua memutuskan tetap dukung gp for presiden,Positive,
560,2023-04-09,2214699186.0,903,,jgn mimpi ganjar jd presiden palestina,Negative,
561,2023-04-09,2214699186.0,3978,Indonesia,tapi setidaknya para kader demokrat yg korupsi dipenjarain gk kayak pdip udah tau kader nya korupsi malah di lindungi dan disembunyikan sampe sekarang tdk ditangkap contohnya harun masiku kasus suap komisioner kpu hasto kristianto ektp puan maharani dan ganjar pranowo,Negative,
562,2023-04-09,2214699186.0,273,,srikandi ganjar dpw sulawesi selatan menggelar pelatihan membuat boneka dari plastik daur ulang untuk perempuan milenial di kabupaten barru,Positive,
563,2023-04-09,2214699186.0,273,,srikandi ganjar dpw sulawesi selatan menggelar pelatihan membuat boneka dari plastik daur ulang untuk perempuan milenial di kabupaten barru,Positive,
564,2023-04-09,298356051.0,2074,,pengamat politik khoirul umam menyatakan dukungan presiden jokowi dalam pilpres bermuara mengendorse dua nama yakni ganjar dan prabowo,Positive,
565,2023-04-09,298356051.0,83,"South Sumatra, Indonesia",pag ganjar presiden,Positive,
566,2023-04-09,298356051.0,2131,62,sudah mendapatkan dukungan dari presiden jokowi pasangan ganjar prabowo siap maju pilpres,Positive,
586,2023-04-09,60877658.0,180,"Sumatera Utara, Indonesia",hi bestie dokumentasi kegiatan srikandi ganjar sumatera utara bersama ikatan remaja mesjid nurul yaqin irnurya dengan tema belajar membuat takjil khas melayu roti jala,Positive,oh pengangguran pantesss nyinyir puasan hahaha pengangguran mas pensiunan rektor menteri gubernur persiapan
587,2023-04-09,788744100.0,61,,bapak presiden joko widodo brakhir masa jabatan pemerintahannya tahun mohon izin saya gunakan hak saya berbicara bahwa saya tolak ganjar pranowo menjadi calon presiden blum jdi presiden sja bertolak blakang dengan joko widodo,Negative,buka anak yatim garda pemuda nasdem riau menangkan
599,2023-04-08,634227637.0,25271,?????? ??????? ????????? ?????,keharmonisan yg indah bisa kita lihat dari kebersamaan pak ganjar pranowo yg menemani presiden jokowi dan jg mas wali gibran rakabuming serta si gemes jan ethes selesai sholat jum at april di solo pemimpin hebat yg tdk mudah terprovokasi fokus bangun bangsa,Positive,klaim miliaran pasien kejahatan bidang kesehatan
612,2023-04-08,428008436.0,893,"DKI Jakarta, Indonesia",selamat hari kenaikan isa almasih semoga kasihnya selalu mendampingimu follow kami di untuk informasi lain dm kami,Negative,samosir indah diksinyainsya allah
615,2023-04-08,64081822.0,273,,srikandi ganjar sulsel menggelar kegiatan bertajuk composting dan workshop membuat kombucha di kebun tetangga gowa,Positive,dukung
618,2023-04-08,3311131717.0,273,,srikandi ganjar dpw sulawesi selatan menggelar pelatihan membuat boneka dari plastik daur ulang untuk perempuan milenial di kabupaten barru,Positive,lihat video adam ali
620,2023-04-08,2540384172.0,273,,srikandi ganjar dpw sulawesi selatan menggelar pelatihan membuat boneka dari plastik daur ulang untuk perempuan milenial di kabupaten barru,Positive,semoga rakyat cerdas pilihan gelagat gerombolan partai koalisi perubahan rame keroyok pengusung pdip last minute bergabung pimpinan partai koalisi
627,2023-04-08,1695601676.0,996,,pendukung di kabupatenkota se sumatera barat kompak suarakan ganjar pranowo presiden uu ite jepri gorengan harga mati underrated onic guanlin sariwangi somi kamis putih bawaslu,Positive,dukung merdekaaaaa skarang sabar
629,2023-04-08,634227637.0,366,,berbagi setiap kebaikan yang dimiliki adalah cara termudah untuk disayangi oleh sesama manusia ataupun oleh tuhan,Positive,negara milik rakyat pemerintah hadir sejahterakan rakyat
630,2023-04-08,2838677479.0,2101,,tetap ganjar the next presiden ri,Positive,sesuai alm gusdur orang ikhlas negara menjadilan jokowi insyaallah presidennya
